1,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870101,0,161,50,150,-9999
2,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870102,0,194,61,161,-9999
3,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870104,-9999,194,61,133,-9999
4,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870105,86,150,94,144,-9999
5,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870106,0,150,61,128,-9999
6,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870107,272,150,61,139,-9999
7,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870108,0,156,44,144,-9999
8,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870109,0,156,44,156,-9999
9,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870110,0,167,33,167,-9999
10,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870111,0,200,72,178,-9999
11,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870112,0,200,72,178,-9999
12,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870113,0,178,56,150,-9999
13,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870114,0,172,67,150,-9999
14,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870115,0,156,78,133,-9999
15,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870116,0,133,-6,106,-9999
16,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870117,0,122,-11,122,-9999
17,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870118,0,144,17,133,-9999
18,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870119,0,150,56,133,-9999
19,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870120,0,183,61,172,-9999
20,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870121,0,172,11,139,-9999
21,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870122,0,150,6,144,-9999
22,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870123,0,150,56,117,-9999
23,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870124,0,150,56,144,-9999
24,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870125,0,167,61,161,-9999
25,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870126,0,189,89,178,-9999
26,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870127,0,178,100,150,-9999
27,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870128,0,156,117,144,-9999
28,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870129,0,156,83,139,-9999
29,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870130,0,150,78,133,-9999
30,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870131,0,150,56,144,-9999
31,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870201,0,172,61,156,-9999
32,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870202,0,161,50,156,-9999
33,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870203,0,156,78,144,-9999
34,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870204,0,156,72,150,-9999
35,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870205,0,239,67,189,-9999
36,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870206,0,233,72,200,-9999
37,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870207,0,289,83,239,-9999
38,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870208,0,283,83,189,-9999
39,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870209,0,200,83,172,-9999
40,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870210,0,200,83,183,-9999
41,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870211,0,167,117,156,-9999
42,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870212,0,161,117,150,-9999
43,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870213,0,161,111,150,-9999
44,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870214,84,167,111,161,-9999
45,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870215,0,167,100,122,-9999
46,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870216,51,167,61,161,-9999
47,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870217,0,161,50,150,-9999
48,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870218,0,161,44,156,-9999
49,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870219,0,183,50,161,-9999
50,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870220,0,217,50,161,-9999
51,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870221,0,156,44,150,-9999
52,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870222,0,167,44,156,-9999
53,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870223,13,150,33,139,-9999
54,GHCND:USC00046377,OCEANSIDE MARINA CA US,19870224,132,128,61,117,-9999
